Matthew,Marsh,Mauritius,23,590000,(227)431-2135,3.3
Matthew,Bell,Algeria,25,4960000,001-626-284-0151x835,8.7
William,Rodriguez,Germany,27,2670000,001-778-129-1292,1.2
Anita,Thompson,Kuwait,25,5830000,(906)896-9099x945,7.4
Tyler,Green,Pitcairn Islands,34,8310000,961-027-2211x126,9.0
Leah,Rasmussen,Gibraltar,19,6220000,+1-913-571-1384x571,5.5
Brent,Fowler,Dominica,44,8540000,209-940-3873x0204,4.8
Michael,King,Oman,30,2680000,001-604-768-5713x672,6.8
Julia,Braun,Saudi Arabia,32,6810000,+1-170-516-7479,2.7
Chase,Gregory,El Salvador,22,7380000,(283)095-7641,4.1
Dawn,Mcguire,Guernsey,41,7620000,914-139-0756x7479,8.3
William,Gardner,Cuba,45,1250000,669-041-8527x132,3.4
Joel,Dawson,Singapore,42,7670000,097.126.8960x5376,7.6
Mary,Brooks,Grenada,38,4910000,(176)275-9451,5.3
John,Faulkner,Bolivia,37,4990000,(423)742-4736,7.5
Robert,Richardson,United States Minor Outlying Islands,28,3370000,986-659-3149x20512,6.0
Mary,Stephens,Kenya,30,7700000,1890732852,7.2
Sara,Moss,Dominica,32,2320000,511.518.6153,6.6
Jason,Wilson,Jersey,23,5650000,184.339.8098,5.5
Michael,Barnett,Tuvalu,38,5570000,(174)127-1041x63240,6.6
Raymond,Martinez,Western Sahara,26,810000,953-187-7377x987,3.8
Joshua,Little,Faroe Islands,45,6080000,799.956.9855,8.3
Deborah,Esparza,Poland,44,6090000,+1-417-261-1157x6823,3.9
Tammy,Ramsey,Montserrat,23,9340000,835.017.6507,5.6
Deanna,Stevenson,Equatorial Guinea,37,2070000,920.381.4740x140,8.7
Joseph,Bradley,Pakistan,44,2220000,954-125-4881,6.9
Haley,Mejia,Malta,30,1000000,171.428.6909x077,8.5
James,Reed,Equatorial Guinea,21,3690000,(621)942-0344,1.8
Meghan,Washington,Guyana,41,6810000,001-648-882-3169x184,3.6
Lisa,Luna,Uruguay,31,3910000,(965)573-2481x0891,10.0
Timothy,Hall,Cuba,20,1650000,001-576-562-7800,6.6
Joshua,Wells,Brazil,20,9360000,001-620-582-5130x99819,3.9
Diane,Gill,Gabon,19,5860000,+1-479-969-2015,5.6
Alexander,Moore,Singapore,31,6150000,001-685-174-0140x409,8.3
Robert,Lang,Slovakia (Slovak Republic),28,5670000,001-716-495-9100x6306,7.3
Jesse,Martinez,Tunisia,43,6040000,+1-033-270-6420x53164,1.1
Jessica,Irwin,Falkland Islands (Malvinas),26,5030000,(757)667-9673x428,6.8
Amy,Cannon,Mauritius,37,7440000,360.613.2871,2.4
Sheila,White,Kenya,32,2980000,069-111-3412x5119,5.7
Kathryn,Mann,Faroe Islands,29,7770000,103.513.8871x884,4.5
Robert,Williams,Armenia,39,7260000,001-069-880-6306,4.2
Steven,Christensen,Iran,39,5980000,(778)295-8088x45224,4.8
Katherine,Stewart,Botswana,21,7020000,527.920.8145,2.0
David,Saunders,Mozambique,25,7990000,717-438-1202,9.5
Darlene,Wolf,Congo,23,9910000,001-338-934-4760x779,1.6
Brian,Dunlap,Costa Rica,18,4050000,(430)977-4540x201,2.9
Robin,Austin,Libyan Arab Jamahiriya,35,7900000,+1-108-687-7063x5072,1.5
Angela,Hawkins,Chile,40,2370000,677-749-6797,2.0
Janet,Coleman,Liberia,24,2760000,(217)188-8710x044,5.5
Angela,Schmitt,Libyan Arab Jamahiriya,44,3260000,9481180326,2.1
Gregory,Campbell,Guinea-Bissau,43,9240000,756.280.0855x7706,8.7
Christopher,Anderson,Dominican Republic,25,3090000,001-985-406-8725x2135,5.6
Jonathon,Reyes,Angola,37,3870000,6699208977,6.8
Tara,Skinner,Puerto Rico,32,6870000,405-815-5789x58280,5.8
Craig,Olson,Nigeria,23,6540000,(772)269-8263,3.1
Erica,Kane,Benin,24,4490000,001-324-165-3236x814,3.9
Amy,Brown,Tanzania,26,9240000,034.211.0620,2.4
Shannon,Stanley,Gambia,17,3630000,422.952.5999,8.8
John,Harvey,Mauritania,41,730000,(613)254-3382x08727,1.1
Paul,Gibson,United Kingdom,35,2190000,987-590-5521x5399,8.6
Catherine,Mills,Saudi Arabia,26,8020000,590-585-2749,4.1
Tiffany,Cross,Mali,26,5990000,001-692-700-7229x0662,5.8
Monica,Rose,Croatia,27,780000,(783)484-7835x534,6.5
Linda,Bennett,Brunei Darussalam,45,5380000,(985)199-5485x1769,2.3
Mary,Williams,Montserrat,35,4190000,001-899-987-3440x14179,8.9
John,Castillo,South Africa,20,4110000,+1-753-629-5644x851,3.8
Susan,Williams,Ecuador,34,8250000,(537)228-1385x6216,7.5
Hunter,Myers,Philippines,28,6250000,407.009.2185x8568,4.0
Heather,Wright,Brazil,26,260000,(909)196-3082,1.8
Jeffrey,Olson,Malawi,28,1760000,+1-823-508-2692,9.0
Diamond,Daniel,Jamaica,43,670000,(070)642-2513x388,1.1
Thomas,Shields,Puerto Rico,44,8780000,627.910.4591x52187,9.3
Peggy,Haynes,Antigua and Barbuda,36,6810000,001-881-767-1508x119,9.8
Dustin,Moore,Hungary,17,2070000,348.229.8556x8163,3.9
Laurie,Sherman,Croatia,39,7700000,+1-752-026-0553x220,6.8
Michael,Perez,Trinidad and Tobago,19,5470000,(521)858-1132,6.3
Sandra,Barajas,Poland,37,5170000,081.224.0719x002,6.8
Brenda,Miller,Isle of Man,43,4690000,380.734.3462,3.2
Jill,Fischer,Algeria,29,6300000,(240)242-1184x064,5.4
Michael,Howell,Kazakhstan,33,8090000,354.726.6259x07547,8.8
Michael,Adkins,Kenya,39,1700000,001-269-518-3093x0635,5.3
Cameron,Lynch,Turkmenistan,20,180000,728-960-5631x85596,7.3
Lauren,Williams,Guinea,16,2890000,001-551-712-9654x16822,8.3
Jack,Mejia,Indonesia,43,5110000,+1-846-035-1628,9.6
Charles,Ray,Zimbabwe,34,710000,+1-897-027-9013x10095,7.0
Vanessa,Kelley,Jamaica,30,5320000,(002)195-4016x38003,5.7
Jacqueline,Gallegos,Marshall Islands,36,4330000,366.649.5151,9.6
Bonnie,Harrell,Niger,42,1300000,(300)437-3837,3.7
Leslie,Parks,Uzbekistan,33,6400000,+1-786-163-2084x65699,2.6
William,Park,Japan,32,1870000,(222)315-7846x48484,8.6
Meghan,Perkins,Barbados,29,8270000,124-349-8281,9.5
Miranda,Sanford,Cote d'Ivoire,41,5180000,966-303-5895x22427,6.4
Jerry,Meyer,Lithuania,31,1570000,+1-483-529-2113x10617,2.9
Erica,Long,Norway,38,4830000,+1-822-183-6864x8581,3.7
Tom,Brown,Honduras,44,6800000,001-396-508-1594x976,4.9
Jeffrey,Jenkins,Nicaragua,44,4100000,455-896-9617x7263,6.7
Peggy,Bailey,Venezuela,34,4990000,844.973.5582,7.4
Michael,Riddle,Congo,45,4420000,001-246-597-0039x431,7.5
Erik,Martin,Thailand,42,8710000,(943)618-1150x0305,7.8
Susan,Williams,Cape Verde,20,6950000,001-390-750-0103x0748,3.2
Sean,Munoz,Ecuador,41,6560000,5038594912,6.5
Brenda,Howard,Panama,22,7780000,001-712-437-8277x16989,6.3
Ryan,Adams,Montenegro,17,4250000,(650)214-2138x94190,2.9
Karen,Deleon,Canada,24,4130000,001-258-968-8727x248,1.8
John,Hartman,Uganda,18,6780000,912-333-4154,5.1
Thomas,Morris,Faroe Islands,23,1920000,363.511.7741,8.5
Peter,Miller,Macao,18,5390000,001-977-156-9425x042,9.9
Elizabeth,Harper,Guinea,31,6570000,+1-999-457-0198x8176,5.4
Glenn,Ayers,Guernsey,33,6680000,(903)588-5306,9.4
Brian,Lee,Bahamas,41,1010000,001-464-105-7691x54061,1.5
Kaitlyn,Brock,United States of America,32,7770000,7001271274,7.5
Gabriel,Gardner,Norfolk Island,39,8200000,001-581-711-9639x2486,5.4
Corey,Martinez,Rwanda,41,3630000,6683721968,1.4
Kayla,Turner,Seychelles,40,5120000,077-745-3798x48399,3.3
Allen,Rocha,Cameroon,43,8670000,+1-795-760-3627x77265,5.8
Scott,Garner,Suriname,26,650000,215.590.1031,2.2
Sarah,Wilcox,Philippines,34,8060000,(267)574-6862,6.2
Tyler,Jones,Comoros,37,3710000,001-842-831-9536x335,6.1
Jessica,Cunningham,Chile,45,460000,732.854.4716x39808,1.6
Alexander,Phillips,Eritrea,32,6920000,583-284-2143x0771,9.0
William,Smith,Sudan,28,340000,563.589.2037,9.9
Paula,Bates,Botswana,45,3760000,680-277-8279x96943,4.9
Cynthia,Taylor,Jordan,33,6810000,001-108-604-4670x33423,10.0
Cheryl,Herrera,Moldova,26,4010000,(899)426-3080,1.5
Joseph,Wilson,Poland,28,3190000,001-298-456-8741x96459,4.0
Rachel,Peterson,Antarctica (the territory South of 60 deg S),26,2370000,001-007-742-9103,5.1
Christy,Rogers,Mauritius,16,5510000,348-540-6687x8192,3.9
Joann,Miller,Guam,41,2940000,(662)943-3839,1.2
Michael,Taylor,Ghana,16,6220000,+1-614-056-5626,3.7
Alec,Blankenship,New Zealand,17,3040000,001-713-364-3093,6.9
Christopher,Wright,Cook Islands,27,4400000,+1-948-261-1823x681,10.0
Jacqueline,Duran,Bahrain,36,410000,+1-313-064-9748x72072,1.6
Alisha,Brown,French Guiana,17,6870000,753.991.3320x4387,2.2
Antonio,Campbell,Belize,18,7530000,001-451-858-9270x90668,6.1
Scott,Day,Greenland,32,6430000,(070)369-0768x9400,5.9
Alicia,Franklin,Central African Republic,44,6840000,(346)023-1075x771,5.6
Karen,Peterson,Bosnia and Herzegovina,43,6580000,+1-688-025-5225x067,1.3
Maria,Bond,Uzbekistan,41,8930000,(698)144-1585x1605,2.2
Kathleen,Montgomery,Brazil,21,2700000,638.193.1281x072,7.4
Nicholas,Ward,Iran,21,7740000,366.849.0259x1412,4.1
Adam,Gonzalez,Bahrain,26,6310000,(543)692-9408x659,9.3
Tonya,Nguyen,Cuba,28,950000,(747)744-8899,6.0
Thomas,Curtis,Tokelau,40,370000,(419)310-1662x30219,7.2
Melanie,Molina,Holy See (Vatican City State),20,6450000,001-671-056-8644x9163,7.9
Curtis,Thompson,Sudan,32,3790000,250.005.7432x03268,5.9
Donna,Mcdonald,Guadeloupe,40,4190000,195.034.3985x5470,6.6
Matthew,Perez,Mali,27,250000,001-451-790-9508x610,4.5
Tammy,Forbes,Indonesia,34,1200000,(446)158-0900,9.0
Kimberly,Collins,South Africa,17,3510000,(933)460-7230,3.3
Mark,Fuller,Tanzania,22,140000,(257)372-4434,7.5
Michael,Maxwell,Chile,37,2730000,(766)732-0161x899,9.7
Mary,Williamson,Bhutan,39,6930000,+1-031-808-3188x88114,4.6
William,Curry,Puerto Rico,42,7020000,001-516-664-3402x250,4.3
Gregory,Nelson,Moldova,45,5270000,809-770-5306x95662,7.2
Stephanie,Johnson,Malaysia,29,4660000,(694)613-5789x6948,2.2
William,Rogers,Bouvet Island (Bouvetoya),39,5590000,001-386-958-4662x9682,2.7
Heather,Vasquez,British Indian Ocean Territory (Chagos Archipelago),35,1350000,711-209-3665,6.5
Cassandra,Sandoval,Reunion,41,3100000,+1-945-743-3890x6179,8.8
Matthew,Myers,Sweden,34,1660000,826.572.0739,5.3
Tristan,Waters,Niger,17,900000,+1-647-509-6950x539,5.6
Christopher,Schmidt,Mauritius,44,1960000,001-285-827-7132x5553,6.2
Jacob,Gibson,Lithuania,32,9970000,936.133.2575,1.9
Frances,Mendoza,Guinea-Bissau,18,3810000,158.682.8706x30218,8.2
James,Adams,Uruguay,16,3470000,001-720-203-9210x6872,3.8
Annette,Coffey,Bolivia,42,6150000,969-572-4873x3662,5.0
Robert,Vaughn,Maldives,21,2380000,001-008-082-5311,9.9
Samuel,Foster,Nigeria,28,1480000,289-704-0543x46842,4.2
Jerry,Howe,Central African Republic,43,7410000,+1-446-896-2592x04223,2.4
Paul,Thomas,Tonga,24,1070000,001-804-101-4874,5.8
Katelyn,Smith,Lesotho,34,6100000,703-901-0607,4.8
Sarah,Deleon,Armenia,21,570000,+1-928-337-5455x450,2.0
Rachael,Merritt,Hong Kong,19,920000,787.980.1039,1.8
Danielle,Short,Ecuador,35,1990000,025.722.1605,3.2
Luis,Russell,Italy,21,8240000,(744)822-6019x3883,6.5
Jennifer,Wolf,Korea,24,7110000,466.612.5079x8505,1.7
Patricia,Foster,United Kingdom,27,8580000,(418)467-7372,2.1
Jonathan,Yates,Andorra,17,1380000,+1-974-697-3892x443,8.2
Karen,Le,El Salvador,22,1280000,+1-231-905-3597,8.8
Carrie,Shaffer,Armenia,30,3410000,517-173-5518,7.2
Michael,Brooks,Tajikistan,40,8440000,(477)883-9869x82695,9.5
Alicia,Cooper,Bosnia and Herzegovina,34,8830000,+1-506-395-2386x4063,2.7
Antonio,Vasquez,Somalia,17,7900000,061-785-9376x52651,2.5
Lisa,Crane,Hungary,19,2320000,001-116-706-6263x5348,5.9
Michael,Palmer,Jordan,27,9870000,4874768529,5.2
Steven,Hansen,Bolivia,16,3600000,(944)336-7336x294,7.0
Douglas,Powell,Czech Republic,23,2660000,(314)669-0053x656,5.1
Lucas,Holmes,Lao People's Democratic Republic,21,7390000,+1-486-428-9012x127,7.7
John,Ball,Angola,29,2600000,287-409-1131x0087,9.7
Gary,Wood,Falkland Islands (Malvinas),31,180000,+1-979-402-1227x9725,9.7
Scott,Moore,Timor-Leste,32,4670000,001-493-387-2107,8.8
Laura,Nelson,Uganda,36,5180000,389-345-2605,4.8
Robert,Schmidt,Iran,26,6570000,418-198-2493x50924,1.2
Reginald,Hayes,United Arab Emirates,33,9090000,675-271-6074x7099,7.9
Michael,Vega,Brazil,38,2260000,136.638.8759x507,6.3
Stacy,Hampton,Antigua and Barbuda,27,6170000,293.039.4415x474,5.1
Thomas,Owens,United States Virgin Islands,19,3350000,+1-670-448-7003,7.2
Diane,Burnett,San Marino,30,1410000,(002)440-1897x0723,2.5
Megan,Lynch,Tuvalu,19,6850000,001-100-635-3578x852,4.7
Melinda,Cain,Korea,38,500000,327.684.8435x6554,3.4
April,Nguyen,Mexico,25,9810000,+1-759-046-9770,9.3
Richard,Ramirez,Guam,27,6380000,746.057.3745x024,9.5
Charles,Silva,Svalbard & Jan Mayen Islands,28,7210000,(724)151-4905,8.5
Kara,Delgado,Switzerland,18,7920000,524-279-6532,7.9
Lisa,Daniel,Iraq,16,7100000,(852)158-9291x7343,6.1
Nicholas,Burch,American Samoa,31,8270000,848-453-8859,1.2
Kevin,Smith,Papua New Guinea,44,5900000,(282)790-4031x409,2.1
Paul,Beck,Kiribati,31,3000000,001-216-362-3742x772,6.4
Ricardo,Mcclure,Martinique,21,8270000,(984)157-0450,7.5
John,Kramer,Senegal,30,6410000,(907)001-1780,8.0
Dana,Dean,Syrian Arab Republic,45,6020000,671.283.4283x973,4.0
Amber,Sullivan,Netherlands Antilles,20,2240000,(652)601-5128,9.2
Anna,Briggs,China,19,5390000,818-797-2605x49170,3.3
Jennifer,Esparza,Nigeria,24,7690000,889.927.2640x32596,5.0
Kayla,Jones,Madagascar,20,9180000,(484)827-4594x671,3.6
Brittany,Harris,Nicaragua,20,5690000,431-893-0746x2787,7.8
Devin,Fritz,Congo,31,4870000,+1-538-245-9937x6571,6.7
Carl,Smith,Tuvalu,27,5900000,183.226.5940x3917,9.0
Ariana,Huffman,Norway,20,4480000,(571)322-8025,1.0
James,Mcintyre,Czech Republic,26,6100000,866-506-3433,9.3
James,Ferguson,Gabon,25,720000,(568)903-3314x0566,5.7
Lauren,Ellis,Saudi Arabia,34,3960000,001-447-399-4073x612,3.6
Felicia,Brown,Libyan Arab Jamahiriya,39,1840000,376.071.2307x94951,6.1
Stephanie,Ramos,Poland,25,6600000,(905)212-1179,4.2
Nicholas,Sellers,Iran,32,7290000,(561)988-9446x5616,9.8
John,Mooney,Tokelau,16,7060000,+1-066-415-4786x86143,1.2
Cameron,Ingram,Ghana,39,3590000,(181)825-4546,8.6
Joel,Rodriguez,French Southern Territories,16,9280000,(683)537-6004,9.8
Jean,Hicks,Ethiopia,24,5710000,055-780-5993,5.4
Kristen,Brown,Chad,38,7400000,063-205-1210,9.6
Bryan,Gordon,Papua New Guinea,41,5680000,713-224-3491,4.3
Deborah,Smith,Guyana,32,2100000,(724)052-9327x2842,7.9
Gary,Kemp,Trinidad and Tobago,42,4530000,(003)504-2621,6.5
John,Glenn,Tokelau,42,2900000,+1-579-213-2688x2109,2.0
Teresa,Parks,Canada,22,2280000,682-633-4921,3.7
Nathan,Nash,Mauritius,45,6180000,(887)694-0360x220,8.2
Jasmine,Hart,Uruguay,28,1820000,6367726227,3.9
Jeffrey,Gregory,Western Sahara,39,1260000,394.017.1619x903,2.7
Frederick,Palmer,Albania,37,8970000,(121)195-5576x3694,1.3
Nicholas,Gonzalez,Singapore,42,4250000,646-262-9757x1862,8.8
Jimmy,Price,Sierra Leone,37,600000,012.043.3991,6.8
Kimberly,Fernandez,Faroe Islands,23,590000,+1-596-003-0468,3.8
Amanda,Sanchez,San Marino,28,5320000,0209136651,6.2
Robert,Guzman,Venezuela,24,7400000,(628)190-9701x556,4.2
Kyle,Garcia,United States of America,37,440000,690-367-4962,8.2
Mitchell,Petersen,Heard Island and McDonald Islands,17,9140000,950-553-3725,4.7
Rhonda,Sellers,Luxembourg,31,190000,(184)311-9079x3542,5.9
John,King,Cuba,18,8530000,+1-074-617-2642x05945,6.1
Thomas,Garza,Czech Republic,16,7750000,825.603.8891,7.2
Renee,Huang,Ukraine,17,3190000,616.382.3430,7.8
Rachel,Arroyo,Djibouti,36,4960000,001-649-395-4534x57646,8.1
Sarah,Pham,French Southern Territories,25,5760000,+1-610-709-7626,2.6
Walter,Norris,China,28,5160000,468.461.9264x8214,9.6
Ashley,Green,Iran,36,8540000,2290933234,3.7
Michael,Perkins,Ukraine,20,2080000,095-073-8689,3.4
Natasha,Nguyen,Mexico,28,7940000,0439816814,6.6
Michelle,Crawford,Saint Vincent and the Grenadines,37,9610000,001-128-013-2449x1386,1.3
Wayne,Shaw,Uruguay,41,370000,+1-637-053-1150x9696,8.3
Joseph,Turner,Libyan Arab Jamahiriya,30,5720000,650.757.6448,7.8
Haley,Perez,Svalbard & Jan Mayen Islands,18,3280000,(771)457-9090,2.9
Holly,Lloyd,Tanzania,32,6640000,+1-031-643-5466x510,8.4
Cassandra,Carroll,Kiribati,20,3640000,164.702.9584,4.4
Barry,Ortiz,Wallis and Futuna,41,4190000,(382)896-6256,5.8
Barbara,Parsons,Christmas Island,39,1220000,153-642-6001x9531,7.8
Jesse,Hoffman,Liberia,38,3160000,+1-736-788-9974x98945,8.9
Molly,Cole,France,40,9590000,001-040-825-9168x34433,1.2
Katie,Lewis,Eritrea,35,7440000,121.235.9496x0794,9.4
Matthew,Reyes,Saint Pierre and Miquelon,45,9670000,001-361-110-7376x08407,2.9
Brandon,Novak,Rwanda,35,3460000,001-162-781-9877x97262,3.7
Brandon,Williams,Netherlands,29,220000,(923)277-5752,6.6
Ernest,Franklin,Pakistan,28,7780000,+1-297-563-6260,8.8
Jeremiah,Young,Cocos (Keeling) Islands,44,3900000,+1-359-660-0305x3753,1.1
Stephen,Russell,Benin,45,2510000,203.481.7024x989,2.0
Kelly,Thomas,Malta,26,4700000,(414)334-0311x968,4.9
William,Sanchez,Belgium,30,9480000,3801966759,1.7
Robert,Hicks,Uzbekistan,20,1490000,713-497-3534x9111,9.0
Nicholas,Khan,Tokelau,22,9120000,(467)191-1532x5121,1.4
William,Mcmillan,Angola,42,5510000,308.862.0510x0990,6.9
Joseph,Edwards,Brazil,23,7420000,578-086-4205x0608,6.8
Ann,Adams,Nicaragua,20,600000,001-033-396-7557x05386,8.2
Tiffany,Colon,Palau,29,4260000,780-730-4246x90324,9.4
William,Carter,Senegal,17,2460000,+1-481-854-3524,1.1
Kristopher,Hensley,Maldives,19,8290000,+1-155-168-3835x83136,6.1
James,Smith,Cayman Islands,44,1790000,+1-130-816-6465x853,1.3
Craig,Anderson,Paraguay,44,990000,001-187-210-6756x9856,8.9
Gregory,Knight,Guernsey,30,1260000,551-335-4078x8223,5.1
Kimberly,Sullivan,Norfolk Island,22,6360000,654-489-5237x5018,1.3
Jessica,Wilson,Bolivia,16,4630000,+1-707-188-6401x4429,6.1
George,Smith,Sao Tome and Principe,23,5580000,(205)958-0589x758,6.2
James,Collins,Libyan Arab Jamahiriya,32,1590000,755-494-0526,2.7
Robert,Sherman,Nepal,45,2420000,183-753-7571x928,3.6
Jenna,Stone,Chile,37,5390000,001-459-051-8382x1994,2.1
Brett,Randolph,Australia,35,3250000,7580565733,2.2
David,Baker,Montenegro,21,2800000,001-205-906-9212x43131,5.8
Donna,Long,Uruguay,18,8220000,001-438-931-4517x03799,4.7
John,Lopez,Saint Kitts and Nevis,31,3940000,812.551.9967,7.8
Gregory,Stone,Latvia,38,8320000,(018)534-0437x880,9.6
Amber,Berry,Guinea-Bissau,22,6920000,414-243-2521x48649,4.9
Aaron,Thornton,Martinique,29,580000,+1-702-615-4694x0818,7.0
Monique,Armstrong,Ukraine,19,1050000,020-308-4977,8.3
Malik,Williams,Tajikistan,37,5990000,919.792.0768x672,9.2
Wendy,Moody,Seychelles,36,2260000,(535)675-6721,4.4
Savannah,Graves,Hungary,44,3120000,7158218266,5.0
Gary,Wallace,Switzerland,28,5170000,+1-108-717-3119x079,7.3
Phillip,Lee,Rwanda,43,5200000,000.754.2271,9.0
Angela,Lewis,Panama,24,2130000,(612)760-8429,5.6
Ryan,Stanley,Sudan,31,9210000,510.218.2663,8.0
Christine,Ellis,Sudan,42,8550000,(478)292-5762,3.0
Vincent,Baker,Mongolia,26,970000,067-540-9191,6.8
Margaret,Nguyen,New Caledonia,33,5800000,(070)415-0578,1.1
Cynthia,Hayden,British Virgin Islands,23,7780000,594-062-3606x01735,5.2
Cody,Jensen,Tunisia,37,4320000,(636)080-9526,5.6
Jonathan,Freeman,Greece,23,4970000,661.402.0496x602,2.9
Sharon,Morris,Malawi,27,7090000,(094)887-1231x5442,6.6
Renee,Ruiz,Sao Tome and Principe,39,6940000,0118925477,1.7
Rose,Williams,Tajikistan,39,5650000,(163)485-8580x133,1.0
Renee,Moses,Tuvalu,16,3290000,+1-522-650-5631x187,1.5
Katie,Mejia,South Africa,39,6620000,(566)835-2084,6.5
Kristy,Gomez,Nauru,24,4560000,001-952-507-3114x715,1.8
Alexis,Foster,Mali,33,8390000,179-532-2092x43533,2.8
Laura,Campbell,Sao Tome and Principe,23,2530000,001-220-921-0763x39223,5.7
Luis,Johnson,Denmark,35,2250000,8273528780,8.7
Crystal,Allen,Chile,22,9070000,+1-085-099-2768,10.0
Robert,Osborne,Libyan Arab Jamahiriya,34,3450000,268.268.5058,5.4
Shannon,Payne,Oman,30,5340000,646-847-1456x52251,2.0
Kimberly,Osborne,Bolivia,37,4650000,2282531496,8.2
William,Carter,Cambodia,21,5430000,609-418-4451x3650,4.2
Michelle,Chapman,Argentina,27,720000,172-351-9911x649,9.3
Renee,Johnson,Georgia,44,6420000,0684172017,8.6
Victoria,Baker,Vietnam,31,6900000,4160280232,3.9
Pamela,Williams,Thailand,35,9110000,001-482-247-9226,6.0
Sara,Harper,Sweden,35,9070000,(231)768-6853,1.7
Linda,Brown,Switzerland,36,8760000,755.481.0973x245,6.9
Theresa,Grimes,British Virgin Islands,33,1870000,879.854.3080,8.9
Jennifer,Davidson,Belarus,45,1230000,997.374.2454,3.4
Angela,Hill,New Caledonia,30,9360000,3762450808,2.3
Jennifer,Luna,Gambia,17,7730000,001-329-807-5185x19744,1.7
Teresa,Torres,Iran,17,5600000,+1-511-525-3265x402,6.8
Yvonne,Porter,Greece,39,5030000,+1-706-984-7117,4.3
Adam,Brown,Swaziland,26,8250000,(891)135-6259,5.9
David,Johnston,Angola,26,5800000,001-672-140-3581x214,7.4
Jonathan,Ward,Palestinian Territory,45,1710000,+1-768-382-8657x543,5.6
Tara,Smith,Lebanon,17,2880000,+1-472-737-7535x5041,1.0
James,Martinez,Sudan,42,3830000,740-134-9198x80260,8.8
Henry,Key,Guinea-Bissau,29,1360000,427-821-7953x4281,8.3
Beth,Herrera,Togo,41,9400000,9191334096,9.5
Elizabeth,Lopez,Kiribati,43,7990000,1464362777,2.0
Annette,Taylor,Korea,29,1420000,(362)706-8991x4070,8.9
James,Mcdonald,Sierra Leone,22,7890000,001-784-336-2069x89430,6.7
James,Brown,Falkland Islands (Malvinas),45,730000,102.611.8034,8.5
Thomas,Cruz,Denmark,25,7970000,(031)900-5839,2.8
Danielle,Evans,Peru,21,1360000,001-413-746-1778x519,1.8
Chelsea,Williams,French Southern Territories,21,5190000,519.834.6246x311,8.9
Joseph,Nguyen,Japan,34,8340000,(598)678-3642x25235,2.7
Lori,Howard,Maldives,42,3400000,001-634-114-4309x6130,5.8
Robert,Hunter,Macedonia,25,7970000,0434953472,3.9
Gregory,Salazar,Turks and Caicos Islands,29,3260000,+1-244-074-5465x72986,6.7
Curtis,Bryant,Jersey,29,9920000,010.988.1452,2.3
Joshua,Long,Kazakhstan,22,7500000,001-824-042-3456x807,4.4
Timothy,Nelson,Panama,30,7410000,001-357-039-4008,4.6
Brittney,Wallace,Monaco,32,5050000,570.055.2586x122,8.4
Miguel,Brown,Cape Verde,34,2910000,038-183-1712,3.2
Jennifer,Sims,Latvia,27,8990000,4233561494,10.0
Amanda,Clark,Wallis and Futuna,16,7260000,+1-254-169-6016x1751,3.8
Margaret,George,Haiti,31,9320000,593-191-1709x6420,8.5
Jasmine,Tran,Guinea-Bissau,34,7890000,001-639-865-8484x490,7.1
Benjamin,Flores,Macedonia,45,4520000,7960823484,8.0
Nicole,Hansen,Christmas Island,37,8010000,997.987.0610x321,1.6
Craig,Stone,British Virgin Islands,29,7890000,558-340-6310x956,5.1
Zachary,Hooper,Monaco,32,510000,616.455.9780,4.2
Michelle,Fisher,Isle of Man,36,5810000,+1-980-959-9182x0268,6.1
Michael,Reid,Cape Verde,34,9440000,+1-489-332-4554,6.7
Diane,Cox,Pakistan,26,5480000,001-320-068-5444x426,9.7
Brian,Jackson,Equatorial Guinea,27,5210000,001-054-636-7170x04232,5.6
Ashley,Knox,Sierra Leone,26,9360000,737.028.4323,9.3
Paul,Tucker,Bahamas,36,5510000,507-677-2866,3.7
Rebecca,Brady,Faroe Islands,42,4260000,473.798.3215x20037,3.9
Joseph,Ruiz,Qatar,20,1830000,195-778-4368x980,6.8
Shannon,Leonard,Finland,16,4960000,001-033-845-6134,1.2
Jeffrey,Barker,Guyana,44,8910000,+1-742-365-3747x059,8.2
Caroline,Cunningham,Bangladesh,23,9150000,(730)024-5005x118,8.9
Olivia,Bell,Andorra,44,2690000,001-972-345-5315x654,6.8
Chloe,Ingram,American Samoa,28,9310000,574.445.7747x7538,2.8
Cindy,Novak,Dominican Republic,37,550000,001-108-868-7374x36296,6.5
Megan,Young,Fiji,41,170000,(660)666-6426,6.9
Beverly,Martin,Bouvet Island (Bouvetoya),41,8170000,+1-122-753-3802x69081,6.7
Amy,Clark,Turkmenistan,45,5270000,086.552.0898,6.9
Katie,Brown,Algeria,30,7520000,590.710.3889,9.5
Brandon,Baxter,Saint Barthelemy,41,3900000,607.737.1519x8888,2.2
Patrick,Moore,South Georgia and the South Sandwich Islands,35,7050000,037.407.8217,10.0
Susan,Ray,Guyana,43,5880000,+1-098-574-8325x1866,2.8
Brandy,Rodriguez,Bouvet Island (Bouvetoya),41,3190000,(632)919-1383x480,1.0
Jason,Russell,Iceland,17,2210000,658-375-1273x4778,8.0
Jason,Watson,Bhutan,20,2790000,(024)263-3878x53854,8.0
Amanda,Fields,Myanmar,16,5670000,(561)113-5857x2117,8.5
Teresa,Harris,Mexico,44,2420000,141.336.7567,1.3
Zachary,Bell,Montenegro,26,6290000,001-080-565-2508x6357,8.9
Christina,Schmidt,Mauritius,41,2740000,9151798035,5.8
